82,8095
81,9506
91,1983
83,0458
72,4245
76,4562
80,0837
92,0655
77,1444
79,7884
81,1922
74,9984
75,0278
94,0872
78,4886
69,2186
84,3180
82,0213
90,9038
77,0275
77,2433
84,2440
70,8934
83,6518
75,0025
82,4822
87,9031
75,0319
81,1107
71,3819
67,5223
76,4827
91,3544
90,3288
89,3674
74,0502
89,7335
76,5724
76,3936
81,3368
84,3747
83,2428
77,6569
86,1886
72,5768
83,9321
78,9941
90,5550
85,7603
80,3466
84,3039
81,0001
75,4239
85,1007
72,9568
79,3647
86,9599
85,6806
77,2974
82,8547
75,4541
80,4478
83,4645
75,2940
79,2599
83,4068
82,2222
87,3795
67,4287
89,7399
87,8864
80,5836
84,3070
84,6691
76,8139
83,3788
82,7436
83,5967
74,2456
80,2458
82,4488
79,2259
76,8988
82,8822
86,6145
70,5493
88,3009
86,4314
84,1990
80,8907
85,8846
81,5383
76,1453
84,5146
88,1973
82,6979
87,3256
87,1202
84,3726
76,3605
76,8567
84,5224
89,8191
85,2144
76,2858
81,9230
80,3833
93,6748
76,4161
80,2092
80,6868
74,2768
82,6147
80,6861
81,0554
94,0773
79,8659
86,7389
97,5145
87,1628
80,3409
85,6094
78,2083
88,9335
80,8552
76,3816
72,9039
89,5280
88,6517
81,4868
85,2491
79,9938
89,2487
85,6670
80,5187
82,2388
78,0229
87,7884
86,9889
87,3157
93,1353
81,6993
74,9782
82,5728
76,3195
80,6913
82,0146
74,1730
83,2987
81,5345
85,1960
76,2127
77,0416
63,1939
80,1247
73,7129
76,9685
76,5894
85,1480
75,5507
72,7522
83,5884
79,8911
90,5774
73,2429
77,8963
85,5828
83,7266
83,7869
70,0068
93,4069
78,9490
95,2105
81,0673
92,7478
81,1173
82,7815
79,9647
78,9129
76,4121
86,4595
89,7972
82,0286
82,8828
75,0829
81,0683
72,3794
83,8704
85,6486
85,7976
91,8075
86,2835
75,0024
88,7526
86,6275
82,4093
77,5630
83,0572
79,0277
70,7372
80,7017
75,0548
83,2392
75,8373
90,9677
86,3953
74,0375
88,3440
80,9117
96,1487
76,2376
88,1810
94,9747
82,6437
77,2038
84,3515
84,8972
88,1694
91,3576
85,8742
82,7644
84,6516
77,9754
97,8587
85,4410
80,6511
83,9423
86,6953
80,0452
68,0966
82,8560
75,9328
68,2751
74,5500
69,5908
83,6392
71,5104
76,0630
78,5269
80,8719
82,8310
81,3562
85,7323
79,0340
86,6128
83,1923
83,2875
82,6964
80,8489
80,9485
74,8426
86,2734
83,7848
74,2430
79,9689
76,6679
76,5283
93,9691
82,7385
76,1299
79,8774
81,2488
85,2515
86,0114
86,4476
81,7467
79,8610
82,0208
83,9810
89,8860
75,8539
83,8183
95,3348
74,9618
84,7230
79,8396
74,7763
81,4022
84,8286
82,5719
79,8206
81,5247
82,5024
82,5989
85,8469
87,5416
80,2979
78,0839
80,6533
84,8693
83,9581
74,1373
84,9983
89,0278
90,3425
79,4483
81,5860
77,7178
74,3452
77,1102
82,4695
72,5390
82,8650
81,2997
80,4169
73,3232
78,4999
81,6268
79,1013
82,1888
84,7654
88,3488
83,0313
86,4302
81,3532
86,3634
78,4808
89,2790
76,7982
92,1621
78,9885
80,0776
70,6211
90,8863
82,3140
83,8341
88,8079
84,7863
93,3586
85,1660
89,6919
83,8532
82,0560
77,2325
73,5447
77,6089
86,9411
74,2638
82,3392
80,9218
84,2226
84,7371
77,0786
69,0615
79,9679
86,0114
76,9364
89,0711
83,9106
74,3220
84,5779
83,7942
73,3128
78,0825
83,0824
76,7772
89,4480
77,9367
85,1616
80,9791
85,2491
80,6144
88,8833
77,0804
86,5388
93,4034
75,7167
95,0442
82,7737
77,5047
76,8240
80,3759
84,5877
78,7275
77,8185
62,0577
79,2182
80,9567
74,5139
76,2510
77,1341
86,6214
86,4218
87,4284
80,6152
68,5323
77,1179
88,6042
83,1642
84,4290
75,5260
83,9448
91,8441
90,2293
81,5955
82,8459
84,3912
81,9496
92,5703
86,4970
79,1093
91,2520
71,3126
74,2172
84,1733
84,0609
85,4868
81,1125
97,3795
87,1834
90,3602
77,2197
79,4326
62,1918
83,0842
80,1776
88,2993
84,5824
97,6548
79,7265
82,1364
85,2339
89,0432
72,9747
79,4307
82,4291
87,2704
82,6652
81,1575
85,6476
86,6676
77,6181
88,5137
73,2747
81,3218
76,2724
66,8554
83,9468
87,6028
75,6972
82,1522
93,9839
75,0788
85,1812
84,3688
93,1006
78,6278
75,2806
87,5055
69,9040
83,6494
89,8572
88,4358
84,6839
80,4613
78,4786
75,4735
85,9229
79,6419
75,8001
81,8803
76,5547
78,3503
82,7092
74,2766
80,1346
73,8527
80,7360
87,3586
78,7396
83,7330
80,3099
79,0980
65,3200
79,1796
92,2974
85,4363
73,1909
89,1710
87,2933
79,6560
78,9273
91,0423
89,0881
76,5239
84,9513
84,4164
86,0204
81,8311
87,7332
93,1154
78,8761
73,9672
76,1521
81,2032
67,8750
80,5581
74,1711
69,0716
82,1480
86,6192
80,9913
78,4967
84,4044
81,2020
79,6768
